Index,PPPrice
20676,167.75652616740695
5401,260.45183866740695
8672,270.5693080861534
17649,268.07879179240695
8270,304.56609647990695
10625,306.49969022990695
6400,405.95769804240695
15427,243.70338591492686
15294,312.56804960490695
4916,256.5706207270283
16509,265.45183866740695
17798,280.27605741740695
12709,225.46031540394063
3217,277.51584471304193
15299,111.39910429240695
4252,253.1873199457783
13689,336.27801054240695
415,316.66765897990695
7662,303.63445585490695
11692,234.17595976115695
19272,344.34734647990695
17190,281.11572351843876
17144,285.00847929240695
6320,312.22088163615695
12386,359.08074491740695
267,460.39617460490695
18746,366.8436161851906
16976,240.17498319865695
5193,296.6975738520283
1718,284.54558866740695
20418,308.1473683245756
19737,289.70463084689385
4186,321.2875698049034
7733,232.95867460490695
12206,242.59929960490695
15163,229.92351835490695
19242,280.3250152582783
17764,339.35613554240695
5815,529.485472639296
2949,378.01025476843876
4652,203.47332304240695
7114,372.1673466539406
294,188.11199491740695
10388,406.70769804240695
17922,205.81707304240695
7941,277.12029569865695
103,262.40740507365695
11761,352.6438629145283
2548,349.2074269183256
3808,274.83172147990695
19813,403.73015897990695
8050,290.55427782701156
14804,207.63054960490695
1396,264.28289335490695
6481,286.37947313951156
12524,347.8607060289406
9150,236.23113554240695
12155,355.83220976115695
11195,200.30962366826952
14328,377.9334599351906
11905,358.93621366740695
3183,255.73308866740695
16934,358.3592823870756
3624,226.98894804240695
3828,304.5911285395283
7062,386.28377001451156
5838,252.52801054240695
15999,265.4339019770283
10033,283.90398710490695
12163,347.63933866740695
14815,115.13640897990695
6859,205.50652616740695
17362,329.35125272990695
300,262.56511991740695
15939,215.44890897990695
5106,300.36297147990695
4054,331.25164335490695
14280,275.25750272990695
14900,253.34246366740695
10726,395.47332304240695
5599,265.2434722895283
12465,246.34588163615695
15882,314.33074491740695
851,464.89617460490695
4937,230.26531522990695
11234,174.12664335490695
2758,218.61248319865695
12440,378.78582304240695
631,257.92058866740695
875,288.83806913615695
16489,236.21306913615695
15764,306.24480741740695
11605,126.22722929240695
15841,308.646204417883
15297,522.839533979907
13093,211.11931913615695
6187,220.91817707413298
18167,189.23601835490695
4719,334.67303007365695
19584,372.47918241740695
10002,491.90789335490695
12364,471.29070585490695
15791,307.80193632365695
15908,296.58465116740695
9749,273.82293241740695
634,251.44939726115695
7664,290.8744838674034
14026,231.65594022990695
14846,272.98553007365695
4239,301.34344022990695
14538,283.9641754145283
17356,314.30535429240695
2757,242.7268707270283
20436,226.79168241740695
6219,323.49285429240695
9416,196.73992460490695
2398,281.6653472895283
3562,487.43035429240695
18647,237.10906522990695
8651,334.33455126451156
18284,225.6840056711481
7033,229.39422147990695
1677,221.71013944865695
10325,331.89021532701156
19902,433.74480741740695
19599,369.37805076429595
3603,253.38640897990695
17542,370.78830565054193
14793,321.95076220201156
16682,336.04558866740695
12241,199.51238554240695
18966,559.0609425433256
3875,333.79960050807364
1211,397.20769804240695
10947,359.9319488520283
15901,329.82752789529326
18901,314.99334257365695
2990,298.64324491740695
4095,402.82195585490695
19801,324.69207304240695
3487,276.0081207270283
2141,193.38347929240695
19989,309.36004179240695
12069,251.46355741740695
2089,298.67644804240695
10755,256.05926054240695
6428,277.73162382365695
14490,235.40886991740695
20512,338.44793241740695
3064,171.66277616740695
6113,340.03972929240695
17872,214.06511991740695
19841,229.76629179240695
12036,376.25945585490695
2931,317.04363554240695
19768,255.65984647990695
10278,317.55144804240695
19910,225.47625272990695
6107,384.82293241740695
8409,157.96355741740695
13427,280.4061161851906
19292,212.12664335490695
17119,516.0085204942919
5952,302.41277616740695
16517,289.13347929240695
8312,222.25457304240695
8316,290.4334599351906
19369,248.4758941645283
4436,308.58855741740695
20671,217.07635038615695
10976,400.52174528992686
14958,559.3204747786809
4988,153.05779569865695
15504,178.34539335490695
10093,310.47820585490695
6358,255.4683613139318
1853,288.73455351115695
3590,208.43035429240695
20794,278.7048980707783
18575,210.50457304240695
7934,341.71150438951156
19328,194.96355741740695
4845,321.75847929240695
19176,357.96844022990695
7207,285.08367460490695
7080,141.99676054240695
15966,278.83758085490695
12235,267.38250272990695
6825,181.74676054240695
15982,196.41668241740695
17668,338.07293241740695
14289,269.88592069865695
10824,359.82976835490695
19126,288.92431726843876
9306,242.28777616740695
12801,238.48894804240695
7880,242.88592069865695
15673,225.80340116740695
19886,429.15886991740695
11799,249.46258085490695
18709,179.22332304240695
11642,286.28484647990695
19387,253.43035429240695
6556,425.67156522990695
20124,286.09978788615695
860,234.93585510202834
5817,299.18426054240695
5372,154.15105741740695
11998,211.24724882365695
10038,228.45440978952834
14033,258.75109763929595
13564,405.68328397990695
5629,264.98504179240695
4320,219.43536682077834
19365,198.43963163615695
3041,208.33172147990695
2389,223.48894804240695
3705,192.35320585490695
8990,356.6282379145283
7063,274.91863554240695
6625,217.98614807077834
15794,191.61004179240695
8602,384.0102260549034
5492,511.9305714495756
19209,312.2059208726906
7592,261.08660429240695
10912,209.52215116740695
5578,306.4794158273981
4681,243.0208160395283
2444,508.0741261370756
16936,256.70965116740695
15165,322.72527616740695
18975,309.77019804240695
9659,589.573420698657
4063,367.08220976115695
1888,176.14430977803192
13295,258.81902616740695
9053,217.94659728952834
1848,302.28582304240695
13490,333.82488554240695
13267,206.46160429240695
2645,632.658324201796
10054,212.44176071644063
2499,257.84051054240695
12137,257.73992460490695
19256,339.44988678992803
16473,328.74383085490695
17657,281.49578397990695
9235,250.33416288615695
2013,172.23015897990695
16788,310.88791502554193
7327,285.5471832270283
152,180.55535429240695
3128,239.60271757365695
20049,403.75797477868093
15843,282.4631988520283
20313,273.37566679240695
9682,337.22527616740695
13805,385.57531638929595
5046,280.71648710490695
4279,319.42351835490695
11046,386.58758085490695
6265,591.7576624527146
19853,543.9409851005769
18227,150.75066679240695
18962,177.8138884836481
1846,371.3513824457783
10111,228.04070585490695
12553,365.23553007365695
2961,594.959105451796
14014,235.3929900461481
230,347.6136931711481
7389,530.315119917407
12836,182.50457304240695
5903,240.61883085490695
10990,297.37361376451156
18735,178.76629179240695
18567,358.26189726115695
5041,231.16624989717994
20738,414.17254179240695
9955,233.75652616740695
14316,439.0906864976906
13408,373.19451444865695
14757,319.64267772018184
8494,132.60613554240695
17933,278.10320585490695
1225,326.73406522990695
530,246.7103728586481
14664,334.99080126451156
20220,314.86687772990695
2624,200.13543241740695
2310,249.4192535395283
9217,347.71453397990695
20784,284.12761991740695
17026,320.5582360468102
12209,279.26238554240695
14923,398.28924225867803
4849,259.9881474351906
19127,178.72429960490695
3205,260.21160429240695
16143,397.74871366740695
9407,334.52215116740695
19816,239.74285429240695
13477,328.68523710490695
14765,333.11101835490695
14403,348.40642851115695
15000,383.40594022990695
1201,244.99383085490695
11766,321.6918666799034
18401,324.06511991740695
1414,337.97332304240695
6972,406.2565511368159
3881,283.96648710490695
20000,336.7045134836481
8356,266.82635038615695
3976,435.73587324304077
7028,272.04558866740695
10916,244.77996366740695
287,224.90008085490695
11389,177.05535429240695
18604,369.6614410395283
5185,177.86980741740695
5348,343.54949491740695
17330,215.37921447702834
9667,554.2763680496888
2720,286.07244413615695
10162,385.98699491740695
14795,247.3049957270283
19029,334.02410429240695
9902,278.61033026786623
16023,276.41650476843876
14471,364.08562772990695
12322,280.1064662049147
13277,317.35613554240695
6367,288.84929960490695
3982,258.9983551020283
20947,294.27801054240695
15751,154.11150663615695
6713,427.19304960490695
10595,318.39178007365695
1305,373.43664451429595
7122,337.22527616740695
5274,176.72429960490695
9948,429.72039335490695
15950,291.90301054240695
24,204.63933866740695
2822,256.9080693101906
10440,197.1986541086481
8293,410.97119226843876
8584,217.83855741740695
9301,222.24480741740695
8243,297.24969022990695
11913,365.2914760549034
9995,326.0202256655531
11050,343.6907379145283
3044,341.5740386957783
10703,271.76336210490695
17233,351.5443572336481
14413,271.48113554240695
1843,364.37761991740695
4257,358.0164215082783
9367,114.48308866740695
11848,220.97576444865695
18257,142.34051054240695
13885,247.20613329576156
20180,402.01238554240695
4104,198.83465116740695
3236,322.87371366740695
15483,337.27898710490695
5739,261.30242460490695
14231,321.4358551020283
11758,307.0760380601906
1603,427.99187772990695
1532,360.38103788615695
17800,271.4807769770283
20102,415.2381474351906
13938,287.51326220201156
1178,478.51140897990695
8736,264.7918121332783
2115,374.67303007365695
18136,260.91082304240695
13459,398.45379179240695
3754,263.15691679240695
9729,228.94207304240695
6796,289.9846832270283
156,249.42254179240695
11432,477.83660429240695
372,401.49871366740695
14020,423.44382636161623
3777,201.63445585490695
11598,318.72722929240695
5155,383.38689726115695
2393,282.4724761957783
3427,184.33318632365695
7363,222.05779569865695
4422,200.28094022990695
6014,371.02253954576156
20797,324.50701444865695
405,307.73170622742686
757,298.03484647990695
6351,246.12176054240695
6256,316.37908476115695
12676,367.63933866740695
10320,351.61394804240695
4540,378.55144804240695
11630,335.3928863520283
2112,241.51277392076156
19682,218.04803007365695
2238,290.95086210490695
16333,398.03191679240695
9489,285.01970976115695
11325,320.18621366740695
15442,177.30535429240695
346,299.54168241740695
20041,302.3093902582783
19673,225.92644804240695
1320,244.89306726843876
1325,369.71941679240695
13625,364.8635894770283
4259,354.11687772990695
11917,278.86248319865695
4110,316.29656522990695
16494,531.8387966768096
4495,260.23797147990695
10347,244.82097929240695
20017,257.52410429240695
5883,285.32879179240695
2134,191.49187772990695
7067,434.31511991740695
16812,331.57346190054193
18605,185.79900663615695
8818,342.58642664343876
4649,289.65105741740695
1445,238.16241760202834
10415,471.80969138929595
5064,291.50457304240695
17410,660.021662886157
11203,213.36101835490695
9643,353.07976835490695
3849,346.74969022990695
11277,326.27392664343876
4231,333.15651091492686
15784,345.46160429240695
16945,241.39959257365695
15207,248.52166288615695
10439,420.03679960490695
3389,259.61394804240695
14127,293.17791288615695
4457,591.018733198657
12113,290.70574491740695
2657,226.56121366740695
5369,332.56219022990695
17109,214.1107634836481
16093,264.87586773904326
10293,414.0807698868159
19730,506.61101835490695
4210,295.78338163615695
20028,267.29412382365695
14245,313.73361815054193
5568,373.81941454576156
16559,222.10369413615695
2337,399.09960917625887
5674,206.42840116740695
13756,795.740412886157
6894,443.37713163615695
632,377.80242460490695
17999,453.39715116740695
17173,263.98308866740695
1937,594.9398487933256
1704,329.2342411851906
4686,175.94890897990695
5797,371.4388884836481
11593,203.15886991740695
2163,266.43212976843876
13409,272.7571441645283
13708,211.2025603586481
12529,290.27605741740695
15291,243.14275663615695
9277,267.52605741740695
5435,313.94586791307694
20010,239.34636991740695
18195,402.35320585490695
4514,343.77898710490695
14633,247.18816679240695
20487,336.30340116740695
1729,252.00994413615695
12678,421.59592283804193
11245,272.70769804240695
8982,382.17727949304077
13764,504.84783476115695
18384,144.99871366740695
11699,345.8227260549034
4743,225.11101835490695
11501,315.92058866740695
2774,180.9877166086481
10666,257.47429960490695
14407,257.5350224351906
4156,327.30144804240695
11244,289.96355741740695
12068,500.8178719559388
14718,217.19988554240695
15728,217.69988554240695
13413,317.4603566058256
14918,214.51189726115695
5341,463.21258085490695
18038,472.41765897990695
14692,428.62469022990695
3681,299.24578397990695
17954,476.3142195366142
8557,240.0179900461481
4707,364.7473785395283
17194,179.74383085490695
19004,315.9037159808256
2614,324.19933982679595
1615,198.1674041086481
20389,222.23894804240695
19979,221.92218322702834
14497,295.18719022990695
10846,311.28338163615695
3318,489.2318409808256
2369,271.71355741740695
20793,365.59636991740695
13882,495.226742258678
18755,297.8782379145283
16202,330.8309208726906
10510,473.26437986929193
4584,432.35222929240695
6852,371.70672147990695
26,363.9055816645283
15147,333.39763944865695
7650,296.40691679240695
4230,323.10857694865695
8861,147.68328397990695
8854,182.61638944865695
16096,293.96101610826156
19820,364.34783476115695
11494,317.34636991740695
13115,302.05525438951156
5308,258.32830351115695
10678,336.80517664343876
14258,300.3016651995756
18518,335.32488554240695
15177,311.17644804240695
815,284.58611601115695
11283,436.7785711051674
8525,200.96160429240695
2962,332.89178007365695
15814,392.60888758093876
3706,265.9916228586481
5996,155.91863554240695
10001,299.3661830861534
8817,288.70672147990695
8297,202.48064726115695
17189,331.64763944865695
2634,186.16863554240695
1605,330.77197351843876
328,342.69793241740695
20169,308.37859647990695
17152,224.33660429240695
1112,197.64572752554193
5740,309.94392626451156
12219,268.47429960490695
9417,232.97687072702834
8320,305.54265897990695
18806,288.78377001451156
11658,410.11004179240695
11516,239.69109647990695
18437,247.64080351115695
13606,354.0941619211481
20427,410.66668241740695
19471,526.2771163836769
12518,282.07683866740695
20672,267.3504058832783
14078,244.00523727894063
20406,239.0672027582783
6738,188.93474882365695
2176,322.86980741740695
5775,318.88885038615695
15590,316.39074607679595
18656,217.0404509836481
3259,292.29656522990695
10679,498.9280426020283
9063,197.96258085490695
17424,210.43670194865695
6432,305.08406298326156
19867,172.08074491740695
15998,256.50066679240695
2308,301.17058866740695
3616,263.72820585490695
19747,159.53191679240695
12453,242.76824491740695
5689,364.2219879145283
6075,336.2649566645283
999,322.58269804240695
19191,215.84295194865695
7134,303.31609647990695
16250,191.89715116740695
17988,282.36785429240695
15749,286.11394804240695
3560,298.47809447557694
3661,284.3703999684352
4101,239.85808866740695
4218,128.06707304240695
15892,501.4487313309388
2823,235.0580291086481
14102,438.60808866740695
18552,245.70250290394063
5892,339.66570585490695
9725,342.52801054240695
5953,316.87273710490695
678,228.30890197702834
18672,326.76238554240695
1082,298.39910429240695
5951,296.27215116740695
5334,171.66277616740695
6862,251.30877226115695
2895,255.50408476115695
5527,268.5779449457783
17368,183.3470916086481
11496,517.0226806505419
11209,379.52410429240695
15488,367.18426054240695
15278,250.7156402582783
16851,268.14910429240695
2253,207.96502226115695
13653,317.48894804240695
9330,231.77215116740695
6652,340.66082304240695
9104,374.75359647990695
4275,330.65779345201156
4660,222.11980741740695
4808,240.89617460490695
19722,291.3352691645283
6905,318.03875272990695
4202,271.93603601843876
20294,233.0381855326818
3401,491.5647140399269
16313,188.47429960490695
15140,129.21160429240695
3850,393.77107470201156
5962,344.4881273327134
11653,254.82244413615695
7983,303.18719022990695
642,215.33074491740695
11757,302.9979130601906
12162,228.1039275461481
13432,383.0116261370756
5333,250.2416228586481
10396,598.5648487933256
2943,372.33269804240695
14179,254.35760038615695
14504,339.8342926020283
4762,234.55535429240695
4154,321.62957304240695
2351,259.9661285395283
6561,224.24853601843876
13571,282.42205351115695
9653,309.80242460490695
15540,226.56707304240695
12956,294.7353724549147
1950,177.40496366740695
13353,231.98504179240695
16884,440.01043241740695
72,344.30535429240695
20158,374.66033476115695
19608,296.3783416086481
14196,449.8061510076784
3006,283.58709257365695
20350,259.13445585490695
12941,322.00164335490695
14066,151.13152616740695
20588,443.9783818101906
11552,345.78533476115695
5803,278.22175829576156
9453,395.95476835490695
8044,273.63592069865695
16287,269.79754179240695
2148,275.52801054240695
16145,392.55100096304193
15193,357.28777616740695
9311,448.77019804240695
2528,304.6072418207783
8758,232.83416288615695
20977,308.67254179240695
1918,404.46551054240695
4456,485.32000272990695
16247,281.43328397990695
5438,390.2675992989006
8100,182.49773710490695
6863,371.42840116740695
4185,273.40203397990695
2674,269.86744841492686
3418,319.63982694865695
3972,236.09441679240695
20356,284.84636991740695
5010,240.96746366740695
13317,291.65496366740695
16174,406.9070927476906
11119,206.34636991740695
9255,211.75408476115695
4128,307.52898710490695
7085,272.61181726843876
3275,245.35519815058188
10157,321.07879179240695
6624,228.47283476115695
10530,426.49285429240695
11741,336.45476835490695
20501,312.00847929240695
17658,388.95379179240695
12539,287.0218962961481
9469,242.16863554240695
15953,184.39910429240695
20166,287.01922147990695
11381,295.01140897990695
12729,348.5296051020283
16500,326.65822429890056
12333,306.1350484059352
9918,281.40691679240695
20118,215.59051054240695
7464,362.66424101115695
19731,209.67927782701156
12986,205.50261991740695
15322,226.91668241740695
15809,301.04998319865695
7393,317.42351835490695
15662,506.6696945086769
5773,249.58019920179595
11969,195.21844022990695
16036,205.32879179240695
895,359.35027616740695
8247,264.60613554240695
333,277.04217069865695
19500,241.93035429240695
8644,468.66765897990695
15714,267.18523710490695
17428,271.97712938951156
4331,425.6375614976906
9922,331.16308679968876
14596,233.86785429240695
8575,338.73308866740695
19034,365.77597850143184
19262,291.3880497789406
934,395.05633085490695
5421,261.81902616740695
1015,241.81560819865695
20986,262.94099657701156
5617,263.12566679240695
2737,295.76629179240695
6457,316.0145720773981
2247,230.82208557077834
4228,253.1116363520283
11794,276.2913238520283
5144,367.7161285395283
20820,272.2619733135453
14903,280.2908355707783
20039,321.70281522990695
14415,365.35613554240695
15265,346.08074491740695
12045,430.83660429240695
11923,305.68771971304193
13732,325.39763944865695
8684,273.54363554240695
5234,235.26287382365695
17214,243.24480741740695
10109,185.46746366740695
15222,282.02801054240695
11796,509.83172147990695
11812,300.42449491740695
8280,235.30730741740695
1349,373.39129179240695
19762,187.89715116740695
12604,321.41457195515056
3593,203.6246113139318
9483,186.85613554240695
11276,319.04255907701156
6061,333.41277616740695
3386,247.6215056711481
12768,388.70379179240695
10734,301.65604582057364
2174,378.03039451429595
20351,310.4146041370195
4467,265.07683866740695
20760,273.04949491740695
15752,285.59539335490695
7635,204.62371366740695
13316,229.77019804240695
15546,196.84636991740695
11835,230.15691679240695
3737,261.87566679240695
724,482.0555714495756
11571,383.7201384836481
16755,258.16169970201156
10120,221.43865507365695
20446,208.22429960490695
9224,403.7161285395283
1511,409.0066858902146
7675,335.37273710490695
848,283.15691679240695
13998,287.58269804240695
4030,220.12335510202834
6670,301.95183866740695
4278,95.25066679240695
4146,284.61004179240695
9304,257.4644088245195
16635,309.73894804240695
10437,307.38836210490695
15678,249.25554960490695
12514,306.61834257365695
18260,321.1262593434352
4477,231.08660429240695
11237,196.68035429240695
10602,436.12356855554077
6238,274.84051054240695
540,338.85222929240695
1737,176.4878925639318
18109,278.45086210490695
7242,326.37371366740695
974,301.6776005601906
10040,389.2776519770283
10741,301.84344022990695
13531,337.90691679240695
14013,273.4681853586481
9953,267.14795008093876
820,412.77752226115695
6872,225.04754179240695
12304,300.99090116740695
11988,393.28972929240695
4235,250.09441679240695
16442,322.1068572336481
8104,250.0945465082783
9026,187.82000272990695
2924,282.30047147990695
10339,151.16007988989813
9153,358.79500048326156
18000,374.71258085490695
17507,193.57390897990695
6971,296.45236815054193
19658,272.02117460490695
13444,326.94441454576156
3078,210.77752226115695
12091,309.80720751451156
4597,302.44734423326156
1916,346.76531522990695
8897,293.24578397990695
10954,242.19744413615695
5120,322.2322418207783
2656,239.56951444865695
16483,251.5258025461481
6267,174.96134942114813
19629,292.65594022990695
18369,244.5009552678662
3673,211.52947538615695
16829,345.60906522990695
5594,307.91277616740695
5573,400.27801054240695
2232,248.30730741740695
13262,513.7171051020283
17547,358.59588163615695
20146,257.27898710490695
948,356.05273523718876
16159,230.56511991740695
7468,257.7796051020283
220,349.86523523718876
11202,269.36101835490695
5378,233.88250272990695
19407,393.67107694865695
15869,248.48504179240695
15648,219.53679960490695
1497,243.64519804240695
16108,211.37957304240695
18365,316.51922147990695
